Order Name,Measure Result,Insert Counter,Time
S42_CC,0.0,337,13:17
S42_CC,3.16400003433228,354,13:21
S42_CC,3.15400004386902,372,13:41
S42_CC,3.15799999237061,375,13:44
S42_CC,3.16000008583069,404,13:46
S42_CC,3.15400004386902,437,13:49
S42_CC,3.15899991989136,469,13:51
S42_CC,3.15700006484986,500,13:53
S42_CC,3.15700006484986,528,13:55
S42_CC,3.15799999237061,538,13:57
S42_CC,3.16300010681153,538,13:59
S42_CC,3.17600011825562,558,14:09
S42_CC,3.17799997329712,582,14:11
S42_CC,3.17400002479553,600,14:15
S42_CC,3.18099999427796,600,14:24
S42_CC,3.17000007629395,600,14:29
