Order Name,Measure Result,Insert Counter,Time
T1604_CC,4.84299993515015,5134,08:27
T1604_CC,4.83300018310547,5154,08:29
T1604_CC,4.84299993515015,5182,08:30
T1604_CC,4.84100008010864,5208,08:32
T1604_CC,4.8420000076294,5232,08:34
T1604_CC,4.84100008010864,5260,08:36
T1604_CC,4.83400011062622,5284,08:46
T1604_CC,4.84100008010864,5313,08:48
T1604_CC,4.84100008010864,5336,08:49
T1604_CC,4.83699989318848,5361,08:51
T1604_CC,4.84600019454956,5390,08:52
T1604_CC,4.83599996566773,5411,08:53
T1604_CC,4.84100008010864,5439,08:55
T1604_CC,4.83599996566773,5464,08:56
T1604_CC,4.83500003814697,5484,08:58
T1604_CC,4.84000015258789,5507,08:59
T1604_CC,4.83599996566773,5536,09:00
T1604_CC,4.8439998626709,5562,09:01
T1604_CC,4.83699989318848,5587,09:02
T1604_CC,4.84100008010864,5612,09:04
T1604_CC,4.83699989318848,5638,09:06
T1604_CC,4.84000015258789,5661,09:07
T1604_CC,4.83900022506714,5687,09:09
T1604_CC,4.85400009155274,5713,09:10
T1604_CC,4.8420000076294,5737,09:11
T1604_CC,4.84700012207031,5763,09:13
T1604_CC,4.83500003814697,5788,09:14
T1604_CC,4.83900022506714,5813,09:15
T1604_CC,4.84800004959107,5834,09:16
T1604_CC,4.83900022506714,5859,09:17
T1604_CC,4.83500003814697,5887,09:19
T1604_CC,4.83699989318848,5911,09:20
T1604_CC,4.83500003814697,5936,09:21
T1604_CC,4.83900022506714,5962,09:22
T1604_CC,4.84100008010864,5987,09:23
T1604_CC,4.83500003814697,6013,09:25
T1604_CC,4.8439998626709,6038,09:26
T1604_CC,4.84499979019165,6063,09:27
T1604_CC,4.84299993515015,6088,09:28
T1604_CC,4.84600019454956,6112,09:29
T1604_CC,4.84600019454956,6138,09:31
T1604_CC,4.84299993515015,6161,09:32
T1604_CC,4.8439998626709,6184,09:33
T1604_CC,4.84100008010864,6209,09:34
T1604_CC,4.83799982070923,6241,09:36
T1604_CC,4.83900022506714,6262,09:37
T1604_CC,4.83799982070923,6286,09:38
T1604_CC,4.84700012207031,6310,09:39
T1604_CC,4.83799982070923,6338,09:40
T1604_CC,4.84600019454956,6362,09:41
T1604_CC,4.83699989318848,6388,09:43
T1604_CC,4.84899997711182,6411,09:44
T1604_CC,4.84600019454956,6437,09:45
T1604_CC,4.84499979019165,6463,09:46
T1604_CC,4.84800004959107,6488,09:47
T1604_CC,4.83500003814697,5702,09:55
T1604_CC,4.83900022506714,5734,09:57
T1604_CC,4.84499979019165,5752,09:58
T1604_CC,4.84700012207031,5787,09:59
T1604_CC,4.83900022506714,5810,10:01
T1604_CC,4.83799982070923,5842,10:02
T1604_CC,4.83900022506714,5861,10:03
T1604_CC,4.83900022506714,5887,10:04
T1604_CC,4.83900022506714,5912,10:05
T1604_CC,4.8439998626709,5935,10:07
