Order Name,Measure Result,Insert Counter,Time
Test Tungaloy,61.5120010375977,164,15:14
Test Tungaloy,61.507999420166,182,15:15
Test Tungaloy,61.5060005187988,204,15:16
Test Tungaloy,61.5,229,15:17
Test Tungaloy,66.1930007934571,250,15:18
Test Tungaloy,66.1910018920899,271,15:19
Test Tungaloy,61.5239982604981,291,16:40
Test Tungaloy,61.5089988708496,308,16:41
Test Tungaloy,66.1969985961914,328,16:42
Test Tungaloy,61.5029983520508,347,16:43
Test Tungaloy,61.5190010070801,368,16:44
Test Tungaloy,61.5029983520508,369,16:45
Test Tungaloy,66.218002319336,410,17:00
Test Tungaloy,61.5289993286133,427,17:01
Test Tungaloy,61.5340003967285,450,17:02
Test Tungaloy,61.5309982299805,468,17:04
Test Tungaloy,61.5349998474121,488,17:05
Test Tungaloy,61.5309982299805,510,17:06
Test Tungaloy,61.5359992980957,532,17:21
Test Tungaloy,61.5359992980957,550,17:22
Test Tungaloy,61.5470008850098,570,17:23
Test Tungaloy,61.5499992370606,587,17:24
Test Tungaloy,61.5550003051758,608,17:25
Test Tungaloy,61.5550003051758,632,17:27
