Order Name,Measure Result,Insert Counter,Time
D1504_CC,4.87099981307984,12737,18:58
D1504_CC,4.86399984359741,12769,19:02
D1504_CC,4.86399984359741,12810,19:04
D1504_CC,4.85599994659424,12855,19:06
D1504_CC,4.86999988555908,12894,19:08
D1504_CC,4.875,12934,19:12
D1504_CC,4.86000013351441,12976,19:14
D1504_CC,4.85900020599365,13020,19:16
D1504_CC,4.85900020599365,13064,19:18
D1504_CC,4.85900020599365,13106,19:19
D1504_CC,4.85599994659424,13146,19:21
D1504_CC,4.85500001907349,13192,19:30
D1504_CC,4.85500001907349,13195,19:30
D1504_CC,4.85599994659424,13234,19:32
D1504_CC,4.85500001907349,13278,19:37
D1504_CC,4.85799980163574,13316,19:40
D1504_CC,4.85900020599365,13362,19:44
D1504_CC,4.85799980163574,13404,19:47
D1504_CC,4.85799980163574,13423,19:48
D1504_CC,4.86199998855591,13438,19:48
D1504_CC,4.86000013351441,13441,19:49
D1504_CC,4.86299991607666,13441,19:51
D1504_CC,4.86100006103516,13445,19:52
D1504_CC,4.86100006103516,13465,19:55
D1504_CC,4.87099981307984,13488,21:48
D1504_CC,4.86600017547608,13504,21:50
D1504_CC,4.86199998855591,13520,21:50
D1504_CC,4.86100006103516,13526,21:56
D1504_CC,4.85900020599365,13534,21:57
D1504_CC,4.85799980163574,13575,21:59
D1504_CC,4.85699987411499,13617,22:01
