Order Name,Measure Result,Insert Counter,Time
D1504_CC,4.85200023651123,389,13:14
D1504_CC,4.85200023651123,424,13:17
D1504_CC,4.85099983215332,469,13:19
D1504_CC,4.85099983215332,511,13:21
D1504_CC,4.85200023651123,558,13:23
D1504_CC,4.85099983215332,592,13:24
D1504_CC,4.84800004959107,634,13:26
D1504_CC,4.84800004959107,678,13:28
D1504_CC,4.84899997711182,722,13:31
D1504_CC,4.84700012207031,763,13:32
D1504_CC,4.84700012207031,796,13:34
D1504_CC,4.84700012207031,805,13:36
D1504_CC,4.84700012207031,832,13:38
D1504_CC,4.84600019454956,884,13:39
D1504_CC,4.84700012207031,884,13:41
D1504_CC,4.84800004959107,1000,13:58
D1504_CC,4.84899997711182,1000,13:58
D1504_CC,4.84899997711182,1000,14:01
D1504_CC,4.84999990463257,1000,14:03
D1504_CC,4.84999990463257,1000,14:05
D1504_CC,4.84999990463257,1000,14:07
D1504_CC,4.84800004959107,1000,14:09
D1504_CC,4.85099983215332,1000,14:11
