Order Name,Measure Result,Insert Counter,Time
D1504_CC,6.44600009918213,12753,14:47
D1504_CC,6.44500017166138,12762,14:49
D1504_CC,6.44299983978272,12801,14:50
D1504_CC,6.44799995422363,12846,14:52
D1504_CC,4.95000004768372e-1,12885,14:54
D1504_CC,6.44500017166138,12929,14:55
D1504_CC,6.44600009918213,12969,14:57
D1504_CC,6.44700002670288,13015,14:59
D1504_CC,6.44700002670288,13053,15:00
D1504_CC,6.45100021362305,13095,15:02
D1504_CC,6.43699979782105,13102,15:03
D1504_CC,6.44600009918213,13126,15:05
D1504_CC,6.44399976730347,13137,15:06
D1504_CC,6.44399976730347,13179,15:08
D1504_CC,6.44600009918213,13225,15:10
D1504_CC,6.44500017166138,13268,15:11
D1504_CC,6.44500017166138,13306,15:14
D1504_CC,6.44399976730347,13351,15:16
D1504_CC,6.44399976730347,13393,15:17
D1504_CC,6.44299983978272,13434,15:19
D1504_CC,6.44299983978272,13474,15:20
D1504_CC,6.44399976730347,13519,15:23
D1504_CC,6.44600009918213,13575,15:26
D1504_CC,6.44299983978272,13589,15:27
D1504_CC,6.44299983978272,13604,15:28
D1504_CC,6.44299983978272,13642,15:30
D1504_CC,6.44099998474121,13685,15:32
D1504_CC,6.44299983978272,13730,15:33
D1504_CC,6.44199991226196,13768,15:35
D1504_CC,6.44099998474121,13813,15:37
D1504_CC,6.44099998474121,13852,15:38
D1504_CC,6.44700002670288,13894,15:40
D1504_CC,6.44000005722046,13941,15:42
D1504_CC,6.44000005722046,13978,15:43
D1504_CC,6.44000005722046,14028,15:45
D1504_CC,6.44399976730347,14063,15:47
D1504_CC,6.44099998474121,14108,15:48
D1504_CC,6.44199991226196,14148,15:50
D1504_CC,6.43900012969971,14191,15:51
D1504_CC,6.43900012969971,14230,15:53
D1504_CC,6.43800020217896,14251,15:55
D1504_CC,6.43900012969971,14255,15:56
D1504_CC,6.43800020217896,14301,15:58
D1504_CC,6.43800020217896,14314,16:00
D1504_CC,6.43800020217896,14314,16:03
D1504_CC,6.44000005722046,14314,16:06
D1504_CC,6.43900012969971,14314,16:08
D1504_CC,6.43800020217896,14314,16:10
D1504_CC,6.43800020217896,14314,16:11
D1504_CC,6.43900012969971,14314,16:14
