Order Name,Measure Result,Insert Counter,Time
Test Tungaloy,4.69700002670288,315,11:26
Test Tungaloy,4.69199991226196,315,11:28
Test Tungaloy,4.68400001525879,330,11:29
Test Tungaloy,4.69099998474121,352,11:30
Test Tungaloy,4.69099998474121,367,11:31
Test Tungaloy,4.69199991226196,383,11:52
Test Tungaloy,4.69799995422363,395,11:53
Test Tungaloy,4.67899990081787,411,11:54
Test Tungaloy,4.68400001525879,426,11:55
Test Tungaloy,4.67999982833863,437,11:56
Test Tungaloy,4.67600011825562,456,11:57
Test Tungaloy,4.69799995422363,472,16:43
Test Tungaloy,4.69299983978272,486,16:43
Test Tungaloy,4.69600009918213,507,16:44
Test Tungaloy,4.70100021362305,515,16:45
Test Tungaloy,4.70300006866455,532,16:46
Test Tungaloy,4.69600009918213,545,16:47
Test Tungaloy,4.70800018310547,565,17:15
Test Tungaloy,4.71799993515015,577,17:16
Test Tungaloy,4.71199989318848,593,17:17
Test Tungaloy,4.70699977874756,607,17:18
Test Tungaloy,4.72700023651123,619,17:19
Test Tungaloy,4.70100021362305,636,17:20
Test Tungaloy,4.71400022506714,659,17:41
Test Tungaloy,4.69999980926514,666,17:42
Test Tungaloy,4.70800018310547,682,17:43
Test Tungaloy,4.69899988174439,690,17:44
Test Tungaloy,4.71400022506714,690,17:45
Test Tungaloy,4.69000005722046,690,17:46
Test Tungaloy,9.36800003051758,690,17:50
Test Tungaloy,4.69799995422363,690,17:51
Test Tungaloy,4.69799995422363,690,17:52
Test Tungaloy,9.38399982452393,690,17:52
Test Tungaloy,4.7039999961853,690,17:54
