Order Name,Measure Result,Insert Counter,Time
D1504_CC,4.97399997711182,20695,16:21
D1504_CC,4.9689998626709,20736,16:23
D1504_CC,4.97300004959107,20778,16:25
D1504_CC,4.9689998626709,20813,16:27
D1504_CC,4.97200012207031,20857,16:29
D1504_CC,4.97100019454956,20899,16:31
D1504_CC,4.96799993515015,20960,16:33
D1504_CC,4.9670000076294,20992,16:35
D1504_CC,4.96500015258789,21036,16:37
D1504_CC,4.9670000076294,21077,16:41
D1504_CC,4.9670000076294,21120,16:43
D1504_CC,4.96400022506714,21164,16:45
D1504_CC,4.9670000076294,21192,16:47
D1504_CC,4.96000003814697,21233,16:48
D1504_CC,4.96500015258789,21274,16:52
D1504_CC,4.96600008010864,21343,16:58
D1504_CC,4.96799993515015,21385,17:00
D1504_CC,4.9689998626709,21416,17:02
D1504_CC,4.96400022506714,21469,17:03
D1504_CC,4.96500015258789,21511,17:05
D1504_CC,4.96299982070923,21559,17:07
D1504_CC,4.96500015258789,21602,17:08
D1504_CC,4.96299982070923,21641,17:10
D1504_CC,4.96500015258789,21686,17:12
D1504_CC,4.96500015258789,21727,17:14
D1504_CC,4.96099996566773,21769,17:15
D1504_CC,4.96400022506714,21808,17:17
D1504_CC,4.96500015258789,21852,17:19
D1504_CC,4.95900011062622,21896,17:20
D1504_CC,4.96600008010864,21937,17:22
D1504_CC,4.96400022506714,21980,17:24
D1504_CC,4.96400022506714,22016,17:25
D1504_CC,4.96799993515015,22064,17:27
D1504_CC,4.96099996566773,22105,17:29
D1504_CC,4.96400022506714,22148,17:30
D1504_CC,4.96400022506714,22190,17:32
D1504_CC,4.96099996566773,22214,17:34
D1504_CC,4.96600008010864,22268,17:36
D1504_CC,4.96199989318848,22315,17:37
D1504_CC,4.96299982070923,22359,17:39
D1504_CC,4.96500015258789,22399,17:41
D1504_CC,4.96600008010864,22440,17:42
D1504_CC,4.96000003814697,22484,17:44
D1504_CC,4.96500015258789,22526,17:46
D1504_CC,4.96500015258789,22568,17:47
D1504_CC,4.9670000076294,22604,17:49
D1504_CC,4.96299982070923,22652,17:51
D1504_CC,4.96500015258789,22693,17:52
D1504_CC,4.9670000076294,22735,17:54
D1504_CC,4.96099996566773,22777,17:56
D1504_CC,4.9670000076294,22780,18:18
D1504_CC,4.95900011062622,22833,18:20
D1504_CC,4.96500015258789,22891,18:21
D1504_CC,4.95800018310547,22941,18:23
D1504_CC,4.9670000076294,22985,18:25
D1504_CC,4.96799993515015,23029,18:26
D1504_CC,4.96299982070923,23070,18:28
D1504_CC,4.9689998626709,23113,18:30
D1504_CC,4.96799993515015,23156,18:31
D1504_CC,4.9670000076294,23195,18:33
D1504_CC,4.96299982070923,23240,18:35
D1504_CC,4.96299982070923,23282,18:37
D1504_CC,4.96400022506714,23323,18:38
D1504_CC,4.96799993515015,23364,18:40
D1504_CC,4.9670000076294,23403,18:42
D1504_CC,4.9670000076294,23449,18:43
D1504_CC,4.96199989318848,23492,18:45
D1504_CC,4.97399997711182,23534,18:47
D1504_CC,4.9670000076294,23572,18:49
D1504_CC,4.9670000076294,23615,18:50
D1504_CC,4.96500015258789,23660,18:52
D1504_CC,4.96400022506714,23701,18:54
D1504_CC,4.96400022506714,23744,18:55
D1504_CC,4.96500015258789,23784,18:57
D1504_CC,4.96500015258789,23828,18:59
D1504_CC,4.96400022506714,23873,19:00
D1504_CC,4.9670000076294,23910,19:02
D1504_CC,4.96500015258789,23949,19:04
D1504_CC,4.96400022506714,23991,19:05
D1504_CC,4.96500015258789,24037,19:07
D1504_CC,4.96400022506714,24080,19:09
D1504_CC,4.96500015258789,24121,19:10
D1504_CC,4.97100019454956,24144,19:12
D1504_CC,4.96799993515015,24151,19:19
D1504_CC,4.96500015258789,24207,19:21
D1504_CC,4.95800018310547,24264,19:22
D1504_CC,4.96600008010864,24323,19:24
D1504_CC,4.96500015258789,24339,19:26
D1504_CC,4.96400022506714,24367,19:27
D1504_CC,4.96000003814697,24367,19:29
D1504_CC,4.96500015258789,24367,19:31
D1504_CC,4.96500015258789,24367,19:33
D1504_CC,4.96500015258789,24367,19:34
D1504_CC,4.96999979019165,24367,19:36
D1504_CC,4.96500015258789,24367,19:38
D1504_CC,4.9670000076294,24367,19:40
